@id,name,highway,place,highway_valid
318492467,Київська вулиця,secondary,,
318492867,вулиця Федора Максименка,tertiary,,
318493065,Жулянська вулиця,residential,,
319216289,вулиця Данила Щербаківського,secondary,,
319216291,Салютна вулиця,residential,,
319466484,Саперно-Слобідська вулиця,primary,,
319672259,вулиця Територіальної Оборони,residential,,
320302770,вулиця Івана Миколайчука,residential,,
320801686,вулиця Східно-Дальня,residential,,
320801960,вулиця Чайковського,residential,,
320898958,проспект Академіка Корольова,secondary,,
322707703,вулиця Хрещатик,primary,,
322776852,вулиця Богдана Хмельницького,tertiary,,
322776897,вулиця Євгена Чикаленка,residential,,
322776960,вулиця Богдана Хмельницького,tertiary,,
322777186,вулиця Богдана Хмельницького,tertiary,,
322777187,Володимирська вулиця,secondary,,
322777301,Володимирська вулиця,secondary,,
322777316,Володимирська вулиця,secondary,,
322777485,Володимирська вулиця,secondary,,
322777528,Володимирська вулиця,secondary,,
322777578,Володимирська вулиця,secondary,,
322777631,Володимирська вулиця,secondary,,
323408790,Телеграфний провулок,residential,,
323414166,Бахчисарайська вулиця,residential,,
323775748,Кубанська вулиця,residential,,
323775750,Соломʼянська площа,secondary,,
323813104,провулок Степана Ерастова,residential,,
324310978,Осокорський провулок,living_street,,False
324373544,Макарівська вулиця,residential,,
324440993,Якубенківська вулиця,residential,,
324619627,Новомакарівська вулиця,residential,,
324619787,Мирна вулиця,path,,False
324622128,Мильний провулок,residential,,
324622352,Мильний провулок,service,,
324624683,Квітучий провулок,residential,,
324892857,Шепетівська вулиця,residential,,
324982905,вулиця Богдана Хмельницького,tertiary,,
325404764,вулиця Рональда Рейгана,secondary,,
325550895,Вишгородська вулиця,secondary,,
325550896,Вишгородська вулиця,secondary,,
325550898,Вишгородська вулиця,secondary,,
325550899,Вишгородська вулиця,secondary,,
325550900,Вишгородська вулиця,secondary,,
325550901,Вишгородська вулиця,secondary,,
325550903,Вишгородська вулиця,secondary,,
325708816,вулиця Євгена Сверстюка,secondary,,
325709656,Дорогожицька вулиця,tertiary,,
327134320,Миронівська вулиця,residential,,
328454948,вулиця Василя Біднова,service,,
328463339,14-та лінія,residential,,
329288781,вулиця Михайла Котельникова,residential,,
329462221,139-та Садова вулиця,living_street,,False
329464405,136-та Садова вулиця,residential,,
329728207,Саперно-Слобідський проїзд,residential,,
330271478,Багринова вулиця,residential,,
330271479,вулиця Уласа Самчука,residential,,
330588044,Мефодіївський провулок,residential,,
331181434,провулок Анатолія Кудрицького,residential,,
331345207,Пасаж,pedestrian,,
332329449,Паньківська вулиця,residential,,
333100262,Вигурівський бульвар,footway,,False
333641167,Набережне шосе,primary,,
333923452,Сімферопольська вулиця,residential,,
334372705,Литовський провулок,living_street,,False
334372706,Литовський провулок,steps,,False
334372707,Литовський провулок,living_street,,False
334903239,Плодова вулиця,residential,,
336129259,Бориспільське шосе,motorway,,False
336129260,Бориспільське шосе,motorway,,False
336129261,Бориспільське шосе,motorway,,False
336129263,Бориспільське шосе,motorway,,False
336129264,Бориспільське шосе,motorway,,False
336449116,проспект Миколи Бажана,trunk,,
336449120,Зарічна вулиця,tertiary,,
336449124,Харківське шосе,primary,,
336455627,проспект Миколи Бажана,trunk,,
336521987,Наддніпрянське шосе,primary,,
336648883,Зовнішня вулиця,residential,,
336969898,вулиця Христини Сушко,tertiary,,
337007493,Борщагівська вулиця,primary,,
337007495,Вічова вулиця,residential,,
337893991,бульвар Академіка Вернадського,secondary,,
337893992,бульвар Академіка Вернадського,secondary,,
338365316,Велика Кільцева дорога,primary,,
338365317,Велика Кільцева дорога,primary,,
338365319,Велика Кільцева дорога,primary,,
338365323,Полярна вулиця,primary,,
338365324,Полярна вулиця,secondary,,
338365326,Газопровідна вулиця,tertiary,,
339188401,Барикадна вулиця,living_street,,False
339241145,вулиця Вишгородська,service,,
339551813,Богданівська вулиця,residential,,
339794720,Тернопільська вулиця,service,,
340197072,Лисогірськв вулиця,service,,
340238342,207-ма Садова вулиця,residential,,
341216033,Бориспільське шосе,motorway,,False
341220865,Моторний провулок,residential,,
341405418,провулок Панаса Мирного,residential,,
341719106,17-та Садова вулиця,residential,,
342743028,Соломʼянська площа,secondary,,
342743033,проспект Повітряних Сил,primary,,
342795107,Соломʼянська вулиця,secondary,,
342795114,вулиця Вʼячеслава Чорновола,secondary,,
342795115,Ростиславська вулиця,tertiary,,
342953289,вулиця Митрополита Василя Липківського,secondary,,
342978696,вулиця Василя Симоненка,service,,
343400904,Богданівська вулиця,residential,,
344125433,Набережне шосе,primary,,
344125445,Набережне шосе,primary,,
344125452,Набережне шосе,primary,,
344125454,Набережне шосе,primary,,
344125456,Набережне шосе,primary,,
344125457,Набережне шосе,primary,,
344446241,вулиця Юрія Іллєнка,secondary,,
344875953,Комунальна вулиця,residential,,
344875954,Комунальна вулиця,residential,,
345545298,вулиця Йосипа Маршака,residential,,
345634164,Ортопедичний інститут,bus_stop,,False
345639277,Обсерваторний провулок,service,,
345681537,вулиця Петра Радченка,residential,,
345727633,вулиця Володимира Качали,residential,,
346664300,провулок Костя Гордієнка,residential,,
346664301,провулок Костя Гордієнка,residential,,
346664302,провулок Костя Гордієнка,residential,,
347271515,Квітуча вулиця,residential,,
347271519,Чумацький провулок,residential,,
347271531,Листопадний провулок,residential,,
349272032,Корчуватська вулиця,footway,,False
349272036,Корчуватська вулиця,path,,False
349272037,Корчуватська вулиця,residential,,
349578004,Херсонський провулок,residential,,
349578005,бульвар Верховної Ради,trunk,,
349578006,вулиця Гната Хоткевича,tertiary,,
349887322,Чорногірська вулиця,service,,
350456243,DH - Центральна,cycleway,,False
352161687,Жмеринський провулок,path,,False
353105148,Вифлеємська вулиця,service,,
353499627,вулиця Авіаконструктора Петра Балабуєва,service,,
353637175,вулиця Омеляна Поповича,service,,
353812611,DH - Верблюди,cycleway,,False
355418700,Стадіонний провулок,residential,,
359601375,провулок Автогенний,service,,
359612617,Лукʼянівський провулок,living_street,,False
360836409,вулиця Ушинського,tertiary,,
362085179,Галицька площа,primary,,
362085180,вулиця Андрія Мельника,residential,,
363582045,Токмацький провулок,pedestrian,,
363582054,вулиця Іси Мунаєва,residential,,
364291999,вулиця Шляховиків,residential,,
364521248,Нижньоюрківська вулиця,residential,,
364521249,Нижньоюрківська вулиця,residential,,
364521250,Нижньоюрківська вулиця,residential,,
364521252,вулиця Князя Володимира Мономаха,residential,,
364810617,Луцька вулиця,residential,,
364810620,Газопровідна вулиця,tertiary,,
365004689,Архімедка,track,,False
365004690,Архімедка,track,,False
365004734,Газопровідна вулиця,tertiary,,
365118009,Луцька вулиця,residential,,
365190850,Архімедка,track,,False
365276943,Архімедка,track,,False
365276944,Архімедка,track,,False
365276945,Архімедка,track,,False
365276948,Сильний пісок,track,,False
365276971,Пісок,track,,False
365525600,Архімедка,track,,False
365525618,Петрівський провулок,residential,,
365677092,7-ма лінія,residential,,
365677093,7-ма лінія,residential,,
365677097,Лісна вулиця,residential,,
365677098,Лісна вулиця,residential,,
365677099,Лісна вулиця,residential,,
365677100,Лісна вулиця,residential,,
366543210,Вербова вулиця,residential,,
366863057,Новопечерський провулок,service,,
366867061,вулиця Олександра Полякова,service,,
366867067,Березова вулиця,residential,,
367266870,Кузьминський провулок,residential,,
367725272,вулиця Жамбила Жабаєва,residential,,
367725273,вулиця Жамбила Жабаєва,residential,,
367826655,Архімедка,track,,False
367826657,Архімедка,track,,False
367826658,Архімедка,track,,False
367826661,Архімедка,track,,False
367826663,Архімедка,track,,False
367982851,Межова вулиця,service,,
368075101,вулиця Івана Виговського,secondary,,
368122368,Мальовничий провулок,residential,,
368831750,Понтонний міст,footway,,False
368944918,вулиця Юрія Липи,living_street,,False
368965753,вулиця Героїв Енергетиків,service,,
369166159,Космічна вулиця,residential,,
369166282,Братиславська вулиця,unclassified,,
369478575,Берестейський проспект,primary,,
369715137,вулиця Петра Панча,residential,,
369844363,Верховинна вулиця,residential,,
369844375,Львівська вулиця,residential,,
369977264,11-та лінія,residential,,
370065236,вулиця Дніпрової Чайки,residential,,
370065237,Джерельний провулок,residential,,
370065238,вулиця Академіка Оппокова,residential,,
370073671,вулиця Гетьмана Кирила Розумовського,residential,,
370073672,вулиця Гетьмана Кирила Розумовського,residential,,
370084079,вулиця Косенка,residential,,
370102363,проспект Василя Порика,tertiary,,
370102364,проспект Василя Порика,tertiary,,
370102365,проспект Василя Порика,tertiary,,
370102366,проспект Свободи,tertiary,,
370310318,11-та лінія,residential,,
370310323,Лісна вулиця,residential,,
370310325,вулиця Миколи Юнкерова,residential,,
370310327,вулиця Миколи Юнкерова,residential,,
370310331,Селянська вулиця,tertiary,,
370366242,Вовчогірський провулок,residential,,
370822547,вулиця Оноре де Бальзака,tertiary,,
370832294,вулиця 9 Травня,secondary,,
370832312,вулиця 9 Травня,secondary,,
370870075,вулиця Шевченка,residential,,
371148573,вулиця Сімʼї Прахових,residential,,
371148574,вулиця Сімʼї Прахових,service,,
371272120,проспект Валерія Лобановського,primary,,
371272121,проспект Валерія Лобановського,primary,,
371418175,Магістральна вулиця,track,,False
371638627,Лісозахисний провулок,service,,
371778309,7-ма лінія,residential,,
371778310,8-ма лінія,residential,,
372021698,вулиця Драгоманова,tertiary,,
372117253,вулиця Оноре де Бальзака,tertiary,,
372264360,вулиця Оноре де Бальзака,tertiary,,
372264361,вулиця Оноре де Бальзака,tertiary,,
372264362,вулиця Оноре де Бальзака,tertiary,,
372264363,вулиця Оноре де Бальзака,secondary,,
372264364,вулиця Оноре де Бальзака,tertiary,,
372265952,проспект Романа Шухевича,primary,,
372368229,Володимирський узвіз,primary,,
372368230,проспект Романа Шухевича,primary,,
372368231,проспект Романа Шухевича,primary,,
372368232,проспект Романа Шухевича,primary,,
372368233,Труханівська вулиця,residential,,
372525537,проспект Миколи Бажана,trunk,,
372525538,Столичне шосе,trunk,,
372575713,Обнос для байдарок,track,,False
372646380,Саперно-Слобідська вулиця,primary,,
372646381,Саперно-Слобідська вулиця,residential,,
372646405,Саперно-Слобідська вулиця,residential,,
372768706,Саперно-Слобідська вулиця,primary,,
373092060,Дніпрова вулиця,residential,,
373201301,Дніпровий провулок,service,,
373636999,вулиця Андрія Кизила,residential,,
374106204,Пирнівська вулиця,residential,,
374106205,Свято-Георгіївська вулиця,residential,,
374277412,Балакліївська вулиця,residential,,
374332261,13-та лінія,residential,,
374958935,вулиця Всеволода Петріва,residential,,
375515606,бульвар Академіка Вернадського,secondary,,
375524140,проспект Академіка Палладіна,trunk,,
375524143,Кільцева дорога,trunk,,
375540443,вулиця Кучмин Яр,residential,,
375777037,Робочий провулок,residential,,
376098088,Студентська вулиця,residential,,
376493250,Деснянська вулиця,residential,,
376493251,вулиця Олекси Тихого,tertiary,,
376493252,вулиця Олекси Тихого,tertiary,,
376509763,13-та лінія,residential,,
376514481,Запашний провулок,residential,,
376514483,Щасливий провулок,residential,,
376516686,Дніпроводська вулиця,primary,,
376516687,Литовський проспект,primary,,
376516688,Литовський проспект,primary,,
376516689,Литовський проспект,primary,,
376516691,вулиця Мрії,tertiary,,
377467052,вулиця Оборони Києва,secondary,,
377467053,провулок Рататюків,residential,,
377581932,Соломʼянська вулиця,secondary,,
377581935,Соломʼянська вулиця,secondary,,
377800966,1-ша лінія,residential,,
377976711,3-тя Дамбова вулиця,residential,,
377976712,Дамбова вулиця,residential,,
377991047,10-та Лугова вулиця,residential,,
377991048,10-та Лугова вулиця,residential,,
377991049,112-та Садова вулиця,residential,,
377991050,2-га Лугова вулиця,residential,,
377991051,3-тя Лугова вулиця,residential,,
377991052,5-та Лугова вулиця,residential,,
377991053,6-та Лугова вулиця,residential,,
377991055,7-ма Садова вулиця,residential,,
377991057,7-ма Лугова вулиця,residential,,
377991059,8-ма Лугова вулиця,residential,,
377991060,9-та Лугова вулиця,residential,,
377991061,15-та вулиця Ентузіастів,residential,,
378138318,Видова вулиця,residential,,
378138319,Яровий провулок,residential,,
378140300,Сонячна вулиця,residential,,
378142780,106-та Садова вулиця,residential,,
378142781,111-та Садова вулиця,residential,,
378142782,99-та Садова вулиця,residential,,
379737692,вулиця Сергія Данченка,residential,,
379744038,Дегтярівська вулиця,secondary,,
379744045,Дегтярівська вулиця,secondary,,
379744051,Дегтярівська вулиця,secondary,,
379744057,Дегтярівська вулиця,secondary,,
379744065,Дегтярівська вулиця,secondary,,
379744079,Оранжерейна вулиця,residential,,
380585937,Кирилівська вулиця,secondary,,
380585938,Кирилівська вулиця,secondary,,
380606476,вулиця Володимира Брожка,secondary,,
381198447,51-ша Садова вулиця,residential,,
381542879,Дегтярна вулиця,living_street,,False
382449397,Міська вулиця,tertiary,,
382449399,Газопровідна вулиця,tertiary,,
382540864,Приколійна вулиця,service,,
383710380,Яворівський провулок,residential,,
383948655,вулиця Олександри Екстер,tertiary,,
383948658,вулиця Олександри Екстер,tertiary,,
384758899,Естонський провулок,residential,,
384758900,Овочевий провулок,residential,,
385009144,Архімедка,track,,False
385009145,Архімедка,track,,False
385009147,Архімедка,track,,False
386170770,Дорогожицька вулиця,tertiary,,
386369580,Осіння вулиця,tertiary,,
386708313,проспект Романа Шухевича,tertiary,,
386708855,Райдужна вулиця,residential,,
387367576,вулиця Боричів Тік,residential,,
387639399,вулиця Михайла Бойчука,primary,,
387639403,Німанська вулиця,residential,,
388217527,вулиця Мечникова,tertiary,,
388479652,Дорогожицька вулиця,tertiary,,
388479655,вулиця Ґарета Джонса,residential,,
388479663,Дорогожицька вулиця,tertiary,,
388479675,Дорогожицька вулиця,tertiary,,
388479693,вулиця Кастуся Калиновського,residential,,
388479703,вулиця Кастуся Калиновського,residential,,
388769866,вулиця Євгена Сверстюка,secondary,,
389507802,Райдужна вулиця,tertiary,,
389507803,Райдужна вулиця,tertiary,,
389507806,Райдужна вулиця,tertiary,,
389544127,Святошинська вулиця,secondary,,
390815571,Фіалкова вулиця,residential,,
395052266,вулиця Костянтина Арефʼєва,residential,,
397165798,Селянська вулиця,tertiary,,
397797251,вулиця Миколи Костомарова,residential,,
400201604,Магістральна вулиця,residential,,
400201610,Черкаська вулиця,tertiary,,
400797187,вулиця Героїв Дніпра,secondary,,
400800084,Богатирська вулиця,unclassified,,
400948454,Білицька вулиця,secondary,,
401299175,7-ма лінія,residential,,
401508881,вулиця Христини Сушко,residential,,
401510709,вулиця Ореста Васкула,residential,,
401510710,вулиця Василя Стуса,residential,,
401510711,вулиця Мирослава Поповича,tertiary,,
401510712,проспект Академіка Палладіна,tertiary,,
401825663,Осіння вулиця,residential,,
401825665,Осіння вулиця,residential,,
402525236,урочище Колпитська Казарма,unclassified,,
403647996,Ружинський провулок,pedestrian,,
404378941,Дніпровська набережна,secondary,,
404615619,вулиця Симиренка,tertiary,,
404863707,вулиця Миру,residential,,
404863708,вулиця Миру,residential,,
405297240,Русанівська набережна,secondary,,
405297241,Русанівська набережна,secondary,,
405297242,Русанівська набережна,secondary,,
405297243,Русанівська набережна,secondary,,
405297244,Русанівська набережна,secondary,,
405297245,Русанівська набережна,secondary,,
405297246,Русанівська набережна,secondary,,
405455722,Лісовий проспект,tertiary,,
405455723,Лісовий проспект,tertiary,,
405455724,Лісовий проспект,tertiary,,
405455725,Лісовий проспект,tertiary,,
405455726,Лісовий проспект,tertiary,,
405458260,Лісовий проспект,tertiary,,
405458261,Лісовий проспект,tertiary,,
405458262,Лісовий проспект,tertiary,,
405458264,Лісовий проспект,tertiary,,
405458265,Лісовий проспект,tertiary,,
405458266,Лісовий проспект,tertiary,,
405466380,вулиця Князя Романа Мстиславича,tertiary,,
405466381,вулиця Князя Романа Мстиславича,tertiary,,
405466382,вулиця Князя Романа Мстиславича,tertiary,,
405466383,вулиця Князя Романа Мстиславича,tertiary,,
405466384,вулиця Князя Романа Мстиславича,tertiary,,
405477063,Милославська вулиця,secondary,,
405477869,Милославська вулиця,secondary,,
405477870,Милославська вулиця,secondary,,
405477871,Милославська вулиця,secondary,,
405478844,Милославська вулиця,secondary,,
405479174,Милославська вулиця,secondary,,
405479339,Милославська вулиця,secondary,,
405479658,вулиця Оноре де Бальзака,tertiary,,
405479659,вулиця Оноре де Бальзака,tertiary,,
405479660,вулиця Оноре де Бальзака,tertiary,,
405479661,вулиця Оноре де Бальзака,tertiary,,
405479662,вулиця Оноре де Бальзака,tertiary,,
405486086,вулиця Оноре де Бальзака,tertiary,,
405656476,Лісківська вулиця,tertiary,,
405656669,Лісківська вулиця,tertiary,,
405657300,вулиця Оноре де Бальзака,tertiary,,
405657469,вулиця Оноре де Бальзака,tertiary,,
405657869,Лісківська вулиця,tertiary,,
405661955,Радунська вулиця,secondary,,
405662500,Радунська вулиця,secondary,,
405662779,Радунська вулиця,secondary,,
405663614,Радунська вулиця,secondary,,
405664017,Радунська вулиця,secondary,,
405664160,Радунська вулиця,secondary,,
405664535,Радунська вулиця,secondary,,
405674278,вулиця Всеволода Нестайка,tertiary_link,,False
406150359,вулиця Оноре де Бальзака,tertiary,,
406150360,Милославська вулиця,secondary,,
406150361,Милославська вулиця,secondary,,
406150362,Милославська вулиця,secondary,,
406150688,Милославська вулиця,secondary,,
406150813,Милославська вулиця,secondary,,
406155668,проспект Червоної Калини,secondary,,
406406963,Милославська вулиця,tertiary,,
406406964,Милославська вулиця,tertiary,,
406406965,Милославська вулиця,tertiary,,
406407520,вулиця Миколи Закревського,tertiary,,
406407521,вулиця Миколи Закревського,tertiary,,
406410312,вулиця Миколи Закревського,tertiary,,
406414208,вулиця Героїв Космосу,tertiary,,
406414603,вулиця Гната Юри,tertiary,,
406414785,проспект Повітряних Сил,primary,,
406414786,проспект Повітряних Сил,primary,,
406414788,проспект Повітряних Сил,primary,,
406415511,Радунська вулиця,secondary,,
406416936,Вокзальна вулиця,tertiary,,
406417129,Радунська вулиця,secondary,,
406417527,Радунська вулиця,secondary,,
406419687,Радунська вулиця,secondary,,
406419688,Радунська вулиця,secondary,,
406423417,вулиця Рональда Рейгана,secondary,,
406444442,вулиця Гната Юри,tertiary,,
406444443,вулиця Гната Юри,tertiary,,
406444444,вулиця Гната Юри,tertiary,,
406444445,вулиця Якуба Коласа,tertiary,,
406444446,вулиця Якуба Коласа,tertiary,,
406444448,вулиця Якуба Коласа,tertiary,,
406444449,вулиця Героїв Космосу,secondary,,
406444451,Жмеринська вулиця,secondary,,
406444456,Жмеринська вулиця,secondary,,
406444457,Жмеринська вулиця,secondary,,
406589727,Дегтярівська вулиця,secondary,,
406598225,вулиця Героїв Дніпра,secondary,,
406599814,Машинобудівна вулиця,residential,,
406599815,Гарматна вулиця,tertiary,,
406600038,Святошинська вулиця,secondary,,
406665245,Ніжинська вулиця,secondary,,
406665246,Відрадний проспект,secondary,,
406665247,Відрадний проспект,secondary,,
406665248,Відрадний проспект,secondary,,
406665249,Відрадний проспект,secondary,,
406665250,Відрадний проспект,secondary,,
406665251,Відрадний проспект,secondary,,
406665252,Відрадний проспект,secondary,,
406665253,Відрадний проспект,secondary,,
406665254,Відрадний проспект,secondary,,
406665255,Відрадний проспект,secondary,,
406665256,Відрадний проспект,secondary,,
406665257,Відрадний проспект,secondary,,
406665258,Відрадний проспект,secondary,,
406665259,Відрадний проспект,secondary,,
406665260,Відрадний проспект,secondary,,
406665261,Відрадний проспект,secondary,,
406665262,Відрадний проспект,secondary,,
406665263,Відрадний проспект,secondary,,
406665266,Відрадний проспект,secondary,,
406745694,проспект Свободи,tertiary,,
406746626,проспект Свободи,tertiary,,
406748801,проспект Свободи,tertiary,,
406754152,проспект Свободи,tertiary,,
406754154,проспект Свободи,tertiary,,
406754155,проспект Свободи,tertiary,,
406765551,вулиця Космонавта Поповича,tertiary,,
406765552,вулиця Космонавта Поповича,tertiary,,
406765553,вулиця Космонавта Поповича,tertiary,,
406765554,вулиця Космонавта Поповича,tertiary,,
406765555,вулиця Космонавта Поповича,tertiary,,
406765556,вулиця Космонавта Поповича,tertiary,,
406765557,вулиця Космонавта Поповича,tertiary,,
406765558,вулиця Космонавта Поповича,tertiary,,
406765559,вулиця Космонавта Поповича,tertiary,,
406765560,вулиця Космонавта Поповича,tertiary,,
406837573,вулиця Івана Бойка,residential,,
406843211,вулиця Костянтина Данькевича,residential,,
406932705,алея Героїв Крут,secondary,,
406932713,вулиця Івана Мазепи,secondary,,
407353508,вулиця Купріна,residential,,
407353509,вулиця Купріна,residential,,
407353535,Чорнобильський провулок,service,,
407353540,Осіння вулиця,residential,,
407353549,Татарська вулиця,residential,,
407514545,Дніпровська набережна,secondary,,
407685333,Вигурівський бульвар,pedestrian,,
407834956,вулиця Миколи Юнкерова,residential,,
407884956,вулиця Драгоманова,tertiary,,
407907164,проспект Павла Тичини,tertiary,,
408042873,проспект Європейського Союзу,construction,,False
408042874,проспект Європейського Союзу,secondary,,
408042875,проспект Європейського Союзу,secondary,,
408158279,Старосільська вулиця,residential,,
408184567,вулиця Кубанської України,tertiary,,
408538252,Парково-Сирецька вулиця,residential,,
408747798,Прорізна вулиця,residential,,
408747801,Прорізна вулиця,residential,,
408747810,Чорнобильська вулиця,secondary,,
408818068,вулиця Євгена Сверстюка,secondary,,
408826076,Дніпровська набережна,secondary,,
408846492,Радунська вулиця,secondary,,
409448968,Русанівська набережна,secondary,,
410003685,Милославська вулиця,secondary,,
410969747,Осінній провулок,tertiary,,
411111236,Львівська вулиця,service,,
411138483,Північна вулиця,residential,,
411411037,Гаражна вулиця,residential,,
411610424,Каштанова алея,footway,,False
411835458,вулиця Академіка Єфремова,secondary,,
411835462,вулиця Академіка Єфремова,secondary,,
411964662,Радунська вулиця,secondary,,
411964663,Радунська вулиця,secondary,,
411971943,вулиця Героїв Енергетиків,residential,,
412421319,вулиця Родини Костюків,service,,
412802042,Берестейський проспект,primary,,
413010749,Берестейський проспект,trunk,,
413010758,Берестейський проспект,tertiary,,
413241738,площа Конституції,pedestrian,square,
413241739,площа Конституції,pedestrian,square,
413241740,площа Конституції,pedestrian,square,
414750535,Дніпровське шосе,primary,,
414750538,Дніпровське шосе,primary,,
415786869,Родини Рубанів вулиця,residential,,
416039857,Кирилівська вулиця,secondary,,
416139331,вулиця Митрополита Василя Липківського,secondary,,
416145992,вулиця Митрополита Василя Липківського,secondary,,
416660347,вулиця Вітавська,residential,,
416899031,проспект Георгія Гонгадзе,tertiary,,
417004531,7-ма лінія,residential,,
417004539,вулиця Квітки Цісик,tertiary,,
417004550,вулиця Квітки Цісик,tertiary,,
417004567,Міська вулиця,tertiary,,
417004574,Селянська вулиця,tertiary,,
417004583,Селянська вулиця,residential,,
417004595,5-та лінія,residential,,
417004601,7-ма лінія,residential,,
417509154,Вишгородська вулиця,secondary,,
417782144,вулиця Ярослава Івашкевича,secondary,,
418471418,проспект Георгія Гонгадзе,tertiary,,
418673035,Лукʼянівський провулок,living_street,,False
418897307,Петропавлівська вулиця,tertiary,,
419549112,Васильківська вулиця,tertiary,,
419549113,Васильківська вулиця,secondary,,
419549114,Володимирська вулиця,residential,,
419549115,Володимирська вулиця,secondary,,
419549116,Володимирська вулиця,secondary,,
419549118,вулиця Горіхуватський Шлях,residential,,
419549119,Деміївська вулиця,tertiary,,
419549120,Деміївська вулиця,tertiary,,
419549121,Десятинна вулиця,service,,
419549124,вулиця Івана Мазепи,secondary,,
419549125,вулиця Володимира Брожка,secondary,,
419549126,вулиця Івана Мазепи,secondary,,
419549132,проспект Романа Шухевича,primary,,
419549133,проспект Романа Шухевича,primary,,
419549137,вулиця Петра Сагайдачного,primary,,
419549140,Предславинська вулиця,residential,,
419549143,Прирічна вулиця,residential,,
419549144,Фрометівська вулиця,residential,,
419549145,Фрометівська вулиця,residential,,
419549151,Михайлівська площа,pedestrian,,
419549188,Голосіївський проспект,residential,,
419549203,Труханівська вулиця,unclassified,,
419703182,Абрикосова вулиця,residential,,
420204505,вулиця Мрії,tertiary,,
420204506,вулиця Мрії,tertiary,,
420204507,вулиця Мрії,tertiary,,
420204508,вулиця Мрії,tertiary,,
420205112,вулиця Івана Виговського,secondary,,
420292426,вулиця Авіаконструктора Антонова,residential,,
420898175,Богатирська вулиця,primary,,
421146121,вулиця Анатолія Петрицького,residential,,
421495844,провулок Івана Кочерги,residential,,
421499507,Затишна вулиця,residential,,
421500838,Киянівський провулок,service,,
421881249,Вишнева вулиця,living_street,,False
421881252,Малосадова вулиця,residential,,
424361524,Медова вулиця,residential,,
424587468,Михайлівська вулиця,secondary,,
424706792,проспект Науки,secondary,,
424993716,вулиця Василя Стефаника,residential,,
424993717,вулиця Олега Мудрака,primary,,
424993720,Клавдіївська вулиця,residential,,
424993722,Клавдіївська вулиця,residential,,
424993724,Корсунська вулиця,residential,,
426261845,Покровський провулок,service,,
427377025,вулиця Євгена Маланюка,residential,,
428087497,вулиця Михайла Котельникова,residential,,
428107743,Зарубинецька вулиця,residential,,
428200285,Любарська вулиця,residential,,
428200286,вулиця Петра Радзіня,primary,,
428418804,Радунська вулиця,secondary,,
428794620,Радунська вулиця,secondary,,
429693928,вулиця Аманда Струве,service,,
430799428,вулиця Митрополита Андрея Шептицького,residential,,
431145508,Трьохсвятительська вулиця,residential,,
431539190,вулиця Гетьмана Павла Полуботка,tertiary,,
431539191,вулиця Гетьмана Павла Полуботка,tertiary,,
431589291,Південна вулиця,residential,,
431830383,вулиця Остапа Вересая,residential,,
431830817,Томашевська вулиця,residential,,
432072488,Куричівська вулиця,residential,,
432072489,Помильська вулиця,residential,,
432072493,Дачна вулиця,residential,,
432780960,вулиця Андрія Кизила,residential,,
432821180,площа Івана Франка,residential,,
432821181,Інститутська вулиця,residential,,
432821182,вулиця Богдана Хмельницького,tertiary,,
432821183,Велика Житомирська вулиця,secondary,,
432821184,вулиця Петра Сагайдачного,primary,,
432821185,Дніпровський узвіз,secondary,,
432844918,Прорізна вулиця,tertiary,,
432987728,Грецька набережна,footway,,False
433449066,вулиця Боричів Тік,residential,,
433449070,Боричів узвіз,residential,,
435092134,Кукурудзяний проїзд,residential,,
435100349,вулиця Івана Білика,residential,,
435393052,Воздвиженська вулиця,living_street,,False
435393053,Кожумʼяцька вулиця,living_street,,False
435393054,Кожумʼяцька вулиця,living_street,,False
435544521,вулиця Фізкультури,residential,,
436219022,Вірменський провулок,residential,,
436219035,Зрошувальна вулиця,service,,
436282085,провулок Панаса Мирного,residential,,
436282087,провулок Панаса Мирного,residential,,
436667784,вулиця Миколи Закревського,tertiary,,
436679066,Сирецька вулиця,residential,,
437293781,вулиця Симона Петлюри,secondary,,
437687454,вулиця Богдана Хмельницького,tertiary,,
438645753,Калинова вулиця,residential,,
438645776,вулиця Василя Данилевича,service,,
438648993,вулиця Лєскова,residential,,
439429060,Богатирська вулиця,secondary_link,,False
439435996,вулиця Героїв Дніпра,secondary,,
439435998,вулиця Героїв Дніпра,secondary,,
439436408,проспект Володимира Івасюка,tertiary,,
439436417,вулиця Героїв Дніпра,secondary,,
439436421,вулиця Героїв Дніпра,secondary,,
439436429,вулиця Героїв Дніпра,secondary,,
439436430,вулиця Героїв Дніпра,secondary,,
439437765,Північна вулиця,residential,,
439437766,Північна вулиця,residential,,
439550428,вулиця Петра Сагайдачного,tertiary,,
439561294,Набережно-Хрещатицька вулиця,primary,,
439561295,Набережно-Хрещатицька вулиця,primary,,
439562200,проспект Володимира Івасюка,secondary,,
439563697,Милославська вулиця,secondary,,
439563698,площа Героїв Чернігова,secondary,,
439563717,Милославська вулиця,secondary,,
439592427,Набережно-Хрещатицька вулиця,primary,,
439661182,вулиця Богдана Хмельницького,tertiary,,
439760647,4-та вулиця,residential,,
439760648,6-та вулиця,residential,,
439760649,7-ма вулиця,residential,,
439760650,5-та вулиця,residential,,
439838459,Північна вулиця,residential,,
439838460,проспект Володимира Івасюка,tertiary,,
439994816,Борщагівська вулиця,primary,,
439994898,Берестейський проспект,primary,,
439994899,Борщагівська вулиця,primary,,
